test_id,PM2.5,PM10,O3
dongsi_aq#0,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#1,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#2,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#3,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#4,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#5,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#6,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#7,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#8,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#9,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#10,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#11,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#12,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#13,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#14,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#15,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#16,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#17,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#18,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#19,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#20,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#21,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#22,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#23,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#24,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#25,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#26,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#27,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#28,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#29,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#30,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#31,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#32,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#33,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#34,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#35,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#36,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#37,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#38,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#39,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#40,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#41,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#42,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#43,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#44,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#45,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#46,62.09719626168224,135.04029304029305,85.22527472527473
dongsi_aq#47,62.09719626168224,135.04029304029305,85.22527472527473
tiantan_aq#0,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#1,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#2,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#3,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#4,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#5,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#6,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#7,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#8,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#9,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#10,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#11,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#12,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#13,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#14,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#15,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#16,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#17,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#18,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#19,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#20,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#21,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#22,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#23,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#24,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#25,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#26,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#27,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#28,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#29,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#30,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#31,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#32,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#33,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#34,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#35,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#36,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#37,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#38,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#39,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#40,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#41,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#42,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#43,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#44,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#45,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#46,53.57874015748032,126.64970645792563,71.88649706457926
tiantan_aq#47,53.57874015748032,126.64970645792563,71.88649706457926
guanyuan_aq#0,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#1,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#2,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#3,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#4,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#5,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#6,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#7,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#8,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#9,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#10,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#11,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#12,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#13,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#14,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#15,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#16,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#17,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#18,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#19,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#20,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#21,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#22,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#23,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#24,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#25,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#26,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#27,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#28,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#29,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#30,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#31,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#32,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#33,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#34,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#35,58.63793103448276,132.72210953346857,89.64097363083164
guanyuan_aq#36,58.63793103448276,132.72210953346857,89.64097363083164
